2019-03-09 03:52:54,"b'RT @Michaelkelly707: Now, this looks interesting #avgeek #UnitedAirlines https://t.co/JUQGTuxhoo'"
2019-03-09 03:49:07,b'I guess it\xe2\x80\x99s not so friendly skies... \xe2\x9c\x88\xef\xb8\x8f #unitedairlines #travel https://t.co/W6HDIJ2c0e'
2019-03-09 03:35:18,"b'RT @Michaelkelly707: Now, this looks interesting #avgeek #UnitedAirlines https://t.co/JUQGTuxhoo'"
2019-03-09 02:49:00,"b'RT @VintageAdz United Airlines, 1986.  #avgeek #B747 #UnitedAirlines https://t.co/tWuWywWBAB'"
2019-03-09 02:37:00,b'The gate attendants said \xe2\x80\x9cno standbys allowed during spring break.\xe2\x80\x9d  Disappointing. Sounds like a #UnitedAirlines m\xe2\x80\xa6 https://t.co/I49v82DOPE'
2019-03-09 02:35:53,b'#unitedAIRLINES once again a cluster of mismanagement and disorganization.'
2019-03-09 02:33:17,"b'@united Another delay, you are about as good with logistics as you are at keeping your planes well painted(maybe ev\xe2\x80\xa6 https://t.co/ooAClT9Axg'"
2019-03-09 02:10:09,"b'#TSA pre-check &amp; #unitedAIRLINES Premier check-in close at 7pm, on a Fri evening, before Spring Break \xf0\x9f\x98\xa1'"
2019-03-09 00:44:25,b'RT @JapanTutorChess: It\xe2\x80\x99s time to fly again :) #dominican #travel #human #love #unitedairlines #we https://t.co/BSU8NYcCVx'
2019-03-09 00:39:36,b'Off to run the #UnitedAirlines #halfmarathon in #DC!  First of five #RunRocknRoll races at #United #hubs.\n\nNothing\xe2\x80\xa6 https://t.co/xEQhtZfCh6'
2019-03-09 00:27:44,b'RT @JapanTutorChess: It\xe2\x80\x99s time to fly again :) #dominican #travel #human #love #unitedairlines #we https://t.co/BSU8NYcCVx'
2019-03-09 00:24:56,b'It\xe2\x80\x99s time to fly again :) #dominican #travel #human #love #unitedairlines #we https://t.co/BSU8NYcCVx'
2019-03-09 00:17:08,b'RT @wldblaze: #unitedAIRLINES why am I sitting on the tarmac for 45 minutes and told we dont have pilots.  They are now found and in route\xe2\x80\xa6'
